#SampleID	BarcodeSequence	LinkerPrimerSequence	ATTRIBUTE_sample_type_group5	ATTRIBUTE_superfood	ATTRIBUTE_sample_type_group4	organic	ATTRIBUTE_family_genus	gluten_free	filename	packaging	presample_ethanol_weight	botanical_genus	ATTRIBUTE_botanical_anatomy	final_ethanol_weight	gmo	sample_in_tube_ethanol_weight	sample_type_group6	ATTRIBUTE_GNPSDefaultGroup
G75185_1x_BB1_01_17258	GATACA	GATACA	lettuce	non_superfood	vegetable	yes	Asteraceae	yes	G75185_1x_BB1_01_17258.mzXML	none	1.9349	lactuca	leaf	2.0041	no	0.0692	red leaf lettuce	G1
G75186_1x_rerun_BD2_01_17359	GATACA	GATACA	sage	non_superfood	herb/spice	yes	Lamiaceae	yes	G75186_1x_rerun_BD2_01_17359.mzXML	none	1.935	salvia	leaf	1.9481	no	0.0131	sage	G1
G75188_1x_BG2_01_17333	GATACA	GATACA	borage leaf	non_superfood	herb/spice	yes	Boraginaceae	yes	G75188_1x_BG2_01_17333.mzXML	none	1.9446	borago	leaf	1.9718	no	0.0272	borage leaf	G1
G75189_1x_BF3_01_17321	GATACA	GATACA	celery	non_superfood	vegetable	yes	Apiaceae	yes	G75189_1x_BF3_01_17321.mzXML	none	1.9292	apium	leaf	1.9387	no	0.0095	celery	G1
G75190_1x_rerun_BG3_01_17375	GATACA	GATACA	parsley	non_superfood	herb/spice	yes	Apiaceae	yes	G75190_1x_rerun_BG3_01_17375.mzXML	none	1.9402	petroselinum	leaf	1.9942	no	0.054	curly parsley	G1
G75191_1x_BE2_01_17307	GATACA	GATACA	basil	non_superfood	herb/spice	yes	Lamiaceae	yes	G75191_1x_BE2_01_17307.mzXML	none	1.9307	ocimum	leaf	1.9451	no	0.0144	african blue basil	G1
G75192_1x_BF2_01_17320	GATACA	GATACA	lettuce	non_superfood	vegetable	yes	Asteraceae	yes	G75192_1x_BF2_01_17320.mzXML	none	1.9633	lactuca	leaf	1.9798	no	0.0165	red leaf lettuce	G1
G75193_1x_rerun_BH10_01_17377	GATACA	GATACA	cilantro	non_superfood	herb/spice	yes	Apiaceae	yes	G75193_1x_rerun_BH10_01_17377.mzXML	none	1.9622	coriandrum	leaf	1.9738	no	0.0116	cilantro	G1
G75194_1x_BG10_01_17340	GATACA	GATACA	curry plant	non_superfood	herb/spice	yes	Asteraceae	yes	G75194_1x_BG10_01_17340.mzXML	none	1.9518	helichcrysum	leaf	1.957	no	0.0052	curry plant	G1
G75195_1x_rerun_BF10_01_17373	GATACA	GATACA	dill	non_superfood	herb/spice	yes	Apiaceae	yes	G75195_1x_rerun_BF10_01_17373.mzXML	none	1.9586	anethum	leaf	1.9629	no	0.0043	dill	G1
G75196_1x_BE10_01_17314	GATACA	GATACA	dill	non_superfood	flower	yes	Apiaceae	yes	G75196_1x_BE10_01_17314.mzXML	none	1.9492	anethum	flower	1.9628	no	0.0136	dill flower	G1
G75197_1x_BD10_01_17301	GATACA	GATACA	arugula	non_superfood	vegetable	yes	Brassicaceae	yes	G75197_1x_BD10_01_17301.mzXML	none	1.9699	eruca	leaf	1.9872	no	0.0173	arugula	G1
G75198_1x_BC10_01_17288	GATACA	GATACA	thyme	non_superfood	herb/spice	yes	Lamiaceae	yes	G75198_1x_BC10_01_17288.mzXML	none	1.9587	thymus	leaf	1.9792	no	0.0205	orange thyme	G1
G75199_1x_BB10_01_17266	GATACA	GATACA	sage	non_superfood	herb/spice	yes	Lamiaceae	yes	G75199_1x_BB10_01_17266.mzXML	none	1.9523	salvia	leaf	1.9636	no	0.0113	pineapple sage	G1
G75200_1x_BA10_01_17277	GATACA	GATACA	squash	non_superfood	pepo	yes	Cucurbitaceae	yes	G75200_1x_BA10_01_17277.mzXML	none	1.9658	cucurbita	fruit	2.0395	no	0.0737	zucchini	G1
G75201_1x_rerun_BH1_01_17367	GATACA	GATACA	grapes	non_superfood	berry	yes	Vitaceae	yes	G75201_1x_rerun_BH1_01_17367.mzXML	none	1.9576	vitis	fruit	2.0505	no	0.0929	grape	G1
G75202_1x_rerun_BG1_01_17374	GATACA	GATACA	marigold	non_superfood	flower	yes	Asteraceae	yes	G75202_1x_rerun_BG1_01_17374.mzXML	none	1.9637	tagetes	flower	1.9951	no	0.0314	marigold	G1
G75203_1x_rerun_BF1_01_17370	GATACA	GATACA	cannabis leaf	non_superfood	herb/spice	yes	Cannabaceae	yes	G75203_1x_rerun_BF1_01_17370.mzXML	none	1.9559	cannabis	leaf	1.9345	no	not collected	cannabis leaf	G1
G75204_1x_rerun_BE1_01_17369	GATACA	GATACA	rosemary	non_superfood	herb/spice	yes	Lamiaceae	yes	G75204_1x_rerun_BE1_01_17369.mzXML	none	1.9615	rosmarinus	leaf	1.9714	no	0.0099	rosemary	G1
G75205_10uL_RA1_01_17245	GATACA	GATACA	cucumber	non_superfood	pepo	yes	Cucurbitaceae	yes	G75205_10uL_RA1_01_17245.mzXML	none	1.9563	cucumis	fruit	2.0867	no	0.1304	armenian cucumber	G1
G75206_1x_BH8_01_17352	GATACA	GATACA	pepper	superfood	berry	yes	Solanaceae	yes	G75206_1x_BH8_01_17352.mzXML	none	1.9604	capsicum	fruit	1.9884	no	0.028	jalapeno pepper	G1
G75207_1x_BG8_01_17339	GATACA	GATACA	guava	non_superfood	berry	yes	Myrtaceae	yes	G75207_1x_BG8_01_17339.mzXML	none	1.9542	psidium	fruit	2.0578	no	0.1036	strawberry guava	G1
G75208_1x_rerun_BF8_01_17372	GATACA	GATACA	pepper	superfood	berry	yes	Solanaceae	yes	G75208_1x_rerun_BF8_01_17372.mzXML	none	1.9725	capsicum	fruit	2.0628	no	0.0903	pepperonchini	G1
G75209_1x_BH2_01_17346	GATACA	GATACA	borage flower	non_superfood	flower	yes	Boraginaceae	yes	G75209_1x_BH2_01_17346.mzXML	none	1.9699	borago	flower	2.0051	no	0.0352	borage flower	G1
G75210_1x_rerun_BE3_01_17365	GATACA	GATACA	squash	non_superfood	flower	yes	Cucurbitaceae	yes	G75210_1x_rerun_BE3_01_17365.mzXML	none	1.9703	cucurbita	flower	2.0243	no	0.054	zuchini blossom	G1
G75211_1x_BD3_01_17295	GATACA	GATACA	squash	non_superfood	berry	yes	Cucurbitaceae	yes	G75211_1x_BD3_01_17295.mzXML	none	1.9644	cucurbita	fruit	2.0192	no	0.0548	zucchini	G1
G75212_1x_BC3_01_17282	GATACA	GATACA	tomato	non_superfood	berry	yes	Solanaceae	yes	G75212_1x_BC3_01_17282.mzXML	none	1.9616	solanum	fruit	2.0465	no	0.0849	sungold tomato	G1
G75213_1x_BB3_01_17260	GATACA	GATACA	eggplant	non_superfood	berry	yes	Solanaceae	yes	G75213_1x_BB3_01_17260.mzXML	none	1.9626	solanum	fruit	2.0473	no	0.0847	japanese eggplant	G1
G75249_5x_RC7_01_19495	GATACA	GATACA	squash	non_superfood	pepo	yes	Cucurbitaceae	yes	G75249_5x_RC7_01_19495.mzXML	none	not collected	cucurbita	fruit	not collected	no	not collected	zucchini	G1
G75250_5x_RA7_01_19465	GATACA	GATACA	squash	non_superfood	pepo	yes	Cucurbitaceae	yes	G75250_5x_RA7_01_19465.mzXML	none	not collected	cucurbita	fruit	not collected	no	not collected	zucchini	G1
G75571_2x_5ul_RE11_01_19175	GATACA	GATACA	pepper	superfood	berry	no	Solanaceae	yes	G75571_2x_5ul_RE11_01_19175.mzXML	ceramic	1.9814	capsicum	fruit	1.9015	no	not applicable	red chili pepper	G1
G75575_RH5_01_17768	GATACA	GATACA	rice	non_superfood	grain/grass	no	Poaceae	yes	G75575_RH5_01_17768.mzXML	none	1.9809	oryza	seed	2.1438	no	0.1629	rice	G1
G75576_1x_RF8_01_18875	GATACA	GATACA	cabbage	non_superfood	vegetable	no	Brassicaceae	yes	G75576_1x_RF8_01_18875.mzXML	none	1.9239	brassica	leaf	2.0882	no	0.1643	cabbage	G1
G75586_5x_rerun_BB4_01_20077	GATACA	GATACA	farro	non_superfood	grain/grass	yes	Poaceae	yes	G75586_5x_rerun_BB4_01_20077.mzXML	none	1.9805	triticum	seed	2.178	no	0.1975	pearled farro	G1
G75587_5x_BD9_01_19996	GATACA	GATACA	lentil	non_superfood	legume	yes	Fabaceae	yes	G75587_5x_BD9_01_19996.mzXML	none	1.9911	lens	seed	2.2106	not collected 	0.2195	french green	G1
G75588_5x_10ul_BA9_01_19874	GATACA	GATACA	bean	non_superfood	legume	yes	Fabaceae	yes	G75588_5x_10ul_BA9_01_19874.mzXML	none	1.9839	glycine	seed	2.2103	no	0.2264	soy bean	G1
G75589_rerun_5ul_RF7_01_17721	GATACA	GATACA	bean	non_superfood	legume	yes	Fabaceae	yes	G75589_rerun_5ul_RF7_01_17721.mzXML	none	1.9879	vigna	seed	2.2383	no	0.2504	adzuki bean	G1
G75591_1x_RD4_01_18829	GATACA	GATACA	mango	non_superfood	drupe	yes	Anacardiaceae	yes	G75591_1x_RD4_01_18829.mzXML	glass	1.9512	mangifera	fruit	2.2412	no	0.29	mango	G1
G75636_1x_rerun_RD6_01_18856	GATACA	GATACA	raspberry	non_superfood	drupe_aggregate	not collected	Rosaceae	yes	G75636_1x_rerun_RD6_01_18856.mzXML	none	1.9745	rubus	fruit	2.1846	no	0.2101	red raspberry	G1
G75637_1x_RG6_01_18886	GATACA	GATACA	blackberry	non_superfood	drupe_aggregate	not collected	Rosaceae	yes	G75637_1x_RG6_01_18886.mzXML	none	1.9789	rubus	fruit	2.1813	no	0.2024	blackberry	G1
G75649_RH10_01_17787	GATACA	GATACA	bean	superfood	legume	yes	ericacee	yes	G75649_RH10_01_17787.mzXML	none	1.984	phaseolus	seed	2.1395	no	0.1555	cranberry bean	G1
G75665_1x_RA4_01_18788	GATACA	GATACA	pea	non_superfood	vegetable	yes	Fabaceae	yes	G75665_1x_RA4_01_18788.mzXML	metal	not collected	pisum	seed	not collected	no	not collected	pea	Not Mapped
G75671_1x_RG4_01_18884	GATACA	GATACA	eggplant	non_superfood	berry	no	Solanaceae	yes	G75671_1x_RG4_01_18884.mzXML	none	1.9866	solanum	fruit	2.2791	no	0.2925	eggplant	G1
G75673_rerun_5ul_RD8_01_17670	GATACA	GATACA	wheat	non_superfood	grain/grass	yes	Poaceae	yes	G75673_rerun_5ul_RD8_01_17670.mzXML	none	1.9772	triticum	seed	1.9858	no	0.0086	wheat bran	G1
G75674_RF8_01_17617	GATACA	GATACA	coconut	non_superfood	drupe	yes	Arecaceae	yes	G75674_RF8_01_17617.mzXML	none	1.9813	cocos	fruit	1.9792	no	not applicable	coconut	G1
G75675_rerun_5ul_RG8_01_17739	GATACA	GATACA	almond	non_superfood	drupe	no	Rosaceae	no	G75675_rerun_5ul_RG8_01_17739.mzXML	none	1.9797	Prunus	seed	1.9916	no	0.0119	almond	G1
G75685_5x_rerun_3ul_BD8_01_18897	GATACA	GATACA	pepper	non_superfood	berry	not collected	Rutaceae	yes	G75685_5x_rerun_3ul_BD8_01_18897.mzXML	none	1.9778	capsicum	fruit	1.972	no	not applicable	black pepper	G1
G75686_1x_RG8_01_18889	GATACA	GATACA	kale	non_superfood	vegetable	not collected	Piperaceae	yes	G75686_1x_RG8_01_18889.mzXML	none	1.9863	brassica	leaf	1.9941	no	0.0078	kale	G1
G75693_rerun_5ul_RG10_01_17745	GATACA	GATACA	bean	superfood	legume	yes	Brassicaceae	yes	G75693_rerun_5ul_RG10_01_17745.mzXML	none	1.9782	phaseolus	seed	2.1861	no	0.2079	european soldier bean	G1
G75689_1x_RA6_01_18790	GATACA	GATACA	corn	non_superfood	grain/grass	no	Poaceae	yes	G75689_1x_RA6_01_18790.mzXML	can	not collected	zea	fruit	not collected	not collected	not collected	corn	G1
G75701_rerun_RA7_01_17549	GATACA	GATACA	bean	non_superfood	legume	yes	Fabaceae	yes	G75701_rerun_RA7_01_17549.mzXML	none	1.9733	phaseolus	seed	2.1721	no	0.1988	lima bean	G1
G75702_RC7_01_17563	GATACA	GATACA	bean	non_superfood	legume	yes	Fabaceae	yes	G75702_RC7_01_17563.mzXML	none	1.9851	phaseolus	seed	2.2411	no	0.256	pinto bean	G1
G75703_RH7_01_17774	GATACA	GATACA	bean	non_superfood	legume	yes	Fabaceae	yes	G75703_RH7_01_17774.mzXML	none	1.9864	phaseolus	seed	2.24	no	0.2536	black orca bean	G1
G75704_1x_RC4_01_18815	GATACA	GATACA	fig	non_superfood	multifruit	yes	Moraceae	yes	G75704_1x_RC4_01_18815.mzXML	none	1.9803	ficus	fruit	2.3339	no	0.3536	fig	G1
G75705_RB8_01_17543	GATACA	GATACA	grape	non_superfood	berry	yes	Vitaceae	yes	G75705_RB8_01_17543.mzXML	none	1.9793	vitis	fruit	2.1766	no	0.1973	grape	G1
G75706_RF9_01_17618	GATACA	GATACA	oat	non_superfood	grain/grass	no	Poaceae	no	G75706_RF9_01_17618.mzXML	none	1.97	avena	seed	2.0383	no	0.0683	rolled oats	G1
G75707_rerun_5ul_RA8_01_17642	GATACA	GATACA	oat	non_superfood	grain/grass	yes	Poaceae	no	G75707_rerun_5ul_RA8_01_17642.mzXML	none	1.975	avena	seed	2.0598	no	0.0848	rolled oats	G1
G75708_rerun_5ul_RE6_01_17703	GATACA	GATACA	rice	non_superfood	grain/grass	no	Poaceae	no	G75708_rerun_5ul_RE6_01_17703.mzXML	none	1.9815	oryza	seed	2.0848	no	0.1033	long grain brown rice	G1
G75709_rerun_5ul_RD9_01_17672	GATACA	GATACA	rice	non_superfood	grain/grass	yes	Poaceae	no	G75709_rerun_5ul_RD9_01_17672.mzXML	none	1.9884	oryza	seed	2.2925	no	0.3041	long grain brown rice	G1
G75710_RD6_01_17575	GATACA	GATACA	rice	non_superfood	grain/grass	yes	Poaceae	no	G75710_RD6_01_17575.mzXML	none	1.9862	oryza	seed	2.1343	no	0.1481	short grain brown rice	G1
G75711_RC6_01_18378	GATACA	GATACA	millet	non_superfood	grain/grass	yes	Poaceae	no	G75711_RC6_01_18378.mzXML	none	1.9881	pennisetum	seed	2.0915	no	0.1034	hulled millet	G1
G75712_rerun_5ul_RE8_01_17709	GATACA	GATACA	amaranth	non_superfood	grain/grass	yes	Amaranthaceae	no	G75712_rerun_5ul_RE8_01_17709.mzXML	none	1.9816	amaranthus	seed	2.0251	no	0.0435	amaranth	G1
G75713_rerun_5ul_RG6_01_17730	GATACA	GATACA	wheat	non_superfood	grain/grass	no	Poaceae	yes	G75713_rerun_5ul_RG6_01_17730.mzXML	none	1.9881	triticum	seed	2.0244	no	0.0363	durum wheat	G1
G75714_RH6_01_17771	GATACA	GATACA	wheat	non_superfood	grain/grass	yes	Poaceae	yes	G75714_RH6_01_17771.mzXML	none	1.9944	triticum	seed	2.0704	no	0.076	durum wheat	G1
G75716_rerun_5ul_RE7_01_17706	GATACA	GATACA	bean	non_superfood	legume	yes	Fabaceae	yes	G75716_rerun_5ul_RE7_01_17706.mzXML	none	1.9776	vigna	seed	2.0566	no	0.079	mung bean	G1
G75717_RB9_01_17544	GATACA	GATACA	rice	non_superfood	grain/grass	no	Poaceae	no	G75717_RB9_01_17544.mzXML	none	1.9637	oryza	seed	2.1007	no	0.137	short grain brown rice	G1
G75839_1x_RG5_01_20558	GATACA	GATACA	taro	non_superfood	vegetable	not collected	Araceae	yes	G75839_1x_RG5_01_20558.mzXML	not collected	1.9306	Colocasia	root	1.9648	not collected	0.0342	taro	G1
G75840_1x_rerun_8ul_RC5_01_20392	GATACA	GATACA	papaya	non_superfood	berry	no	Caricaceae_cactaceae	yes	G75840_1x_rerun_8ul_RC5_01_20392.mzXML	not collected	1.9532	carica	fruit	1.9758	no	0.0226	papaya	G1
G75842_1x_rerun_15ul_RF5_01_20570	GATACA	GATACA	cactus	non_superfood	cactus	no	Cactaceae	yes	G75842_1x_rerun_15ul_RF5_01_20570.mzXML	none	1.9448	opuntia	leaf	not collected	no	not collected	cactus	G1
G75847_5x_BC5_01_19673	GATACA	GATACA	mandarin	non_superfood	herb/spice	no	Rutaceae	yes	G75847_5x_BC5_01_19673.mzXML	none	not collected	citrus	fruit	not collected	no	not collected	mandarin	G1
G78811_p12_g12_rerun_GC8_01_21708	GATACA	GATACA	bay leaf	non_superfood	herb/spice	yes	Lauraceae	yes	G78811_p12_g12_rerun_GC8_01_21708.mzXML	none	1.9511	Laurus	leaf	1.9969	no	0.0458	bay leaf	G1
G78829_1x_RE12_01_18865	GATACA	GATACA	coconut	non_superfood	drupe	no	Arecaceae	yes	G78829_1x_RE12_01_18865.mzXML	not collected	1.9467	cocos	fruit	2.0405	no	0.0938	coconut	G1
G78830_RH12_01_17795	GATACA	GATACA	corn	non_superfood	grain/grass	no	Poaceae	yes	G78830_RH12_01_17795.mzXML	can	1.9496	zea	fruit	2.0907	not collected	0.1411	corn	G1
G78831_5x_BG8_01_20043	GATACA	GATACA	rice	non_superfood	grain/grass	yes	Poaceae	yes	G78831_5x_BG8_01_20043.mzXML	not collected	1.9491	oryza	seed	2.0777	no	0.1286	brown rice	G1
G78835_1x_RC12_01_18824	GATACA	GATACA	plantain	non_superfood	berry	not collected	Musaceae	no	G78835_1x_RC12_01_18824.mzXML	not collected	1.9283	musa	fruit	2.0486	no	0.1203	plantain	G1
G78836_5x_BD4_01_19989	GATACA	GATACA	bean	non_superfood	legume	not collected	Fabaceae	yes	G78836_5x_BD4_01_19989.mzXML	not collected	1.9442	phaseolus	seed	2.1558	no	0.2116	bean	G1
G78837_RG12_01_17634	GATACA	GATACA	rice	non_superfood	grain/grass	no	Poaceae	no	G78837_RG12_01_17634.mzXML	none	not collected	oryza	seed	not collected	no	not collected	rice	G1
G78862_RD2_01_17571	GATACA	GATACA	lentil	non_superfood	legume	yes	Fabaceae	yes	G78862_RD2_01_17571.mzXML	none	1.9852	lens	seed	2.2682	no	0.283	red lentil	G1
G78863_rerun_5ul_RE2_01_17697	GATACA	GATACA	bean	non_superfood	legume	yes	Fabaceae	yes	G78863_rerun_5ul_RE2_01_17697.mzXML	none	1.9952	vigna	seed	2.2845	no	0.2893	adzuki bean	G1
G78864_RC2_01_17558	GATACA	GATACA	rice	non_superfood	grain/grass	yes	Poaceae	yes	G78864_RC2_01_17558.mzXML	none	1.9977	oryza	seed	2.2212	no	0.2235	forbidden rice	G1
G78869_5x_RE6_01_19523	GATACA	GATACA	hops	non_superfood	vegetable	no	Cannabaceae	yes	G78869_5x_RE6_01_19523.mzXML	plastic	1.9942	Humulus	flower	not provided	not collected	not provided	crystal hops	G1
G78870_5x_10ul_RG6_01_19555	GATACA	GATACA	hops	non_superfood	vegetable	no	Cannabaceae	yes	G78870_5x_10ul_RG6_01_19555.mzXML	plastic	1.9813	Humulus	flower	not provided	not collected	not provided	styrian golding hops	G1
G78878_1x_RH6_01_20363	GATACA	GATACA	quince	non_superfood	pome	no	Rosaceae	yes	G78878_1x_RH6_01_20363.mzXML	styrofoam	1.9853	cydonia	fruit	2.0659	no	0.0806	quince	G1
G78883_lentil_red_BF1_01_20549	GATACA	GATACA	lentil	non_superfood	legume	no	Fabaceae	yes	G78883_lentil_red_BF1_01_20549.mzXML	plastic	1.9752	lens	seed	not provided	no	not provided	red lentil	Not Mapped
G78884_chia_seed_BG1_01_20553	GATACA	GATACA	chia	superfood	grain/grass	yes	Lamiaceae	yes	G78884_chia_seed_BG1_01_20553.mzXML	plastic	1.9807	salvia	seed	not provided	no	not collected	chia	G1
G78909_1x_RD5_01_18830	GATACA	GATACA	avocado	superfood	berry	yes	Lauraceae	yes	G78909_1x_RD5_01_18830.mzXML	none	1.9789	persea	fruit	1.2981	no	not applicable	avocado	G1
G78910_1x_RC5_01_18816	GATACA	GATACA	tomato	non_superfood	berry	yes	Solanaceae	yes	G78910_1x_RC5_01_18816.mzXML	not collected	1.9994	Solanum	fruit	1.529	no	not applicable	green tomato	G1
G78913_RF3_01_17605	GATACA	GATACA	rice	non_superfood	grain/grass	yes	Poaceae	yes	G78913_RF3_01_17605.mzXML	none	1.9777	oryza	seed	2.0465	no	0.0688	forbidden rice	G1
G78914_rerun_RB4_01_17552	GATACA	GATACA	rice	non_superfood	grain/grass	yes	Poaceae	yes	G78914_rerun_RB4_01_17552.mzXML	none	1.9951	oryza	seed	2.1271	no	0.132	jade pearl rice	G1
G78915_RG3_01_17625	GATACA	GATACA	wheat	non_superfood	grain/grass	yes	Poaceae	no	G78915_RG3_01_17625.mzXML	none	1.9847	triticum	seed	2.1107	no	0.126	wheat semolina	G1
G78916_RF2_01_17604	GATACA	GATACA	rice	non_superfood	grain/grass	yes	Poaceae	yes	G78916_RF2_01_17604.mzXML	none	1.9755	oryza	seed	2.0977	no	0.1222	red rice	G1
G78917_rerun_5ul_RC4_01_17654	GATACA	GATACA	lentil	non_superfood	legume	yes	Fabaceae	yes	G78917_rerun_5ul_RC4_01_17654.mzXML	none	1.984	lens	seed	2.1229	no	0.1389	black lentil	G1
G78918_rerun_RA4_01_17526	GATACA	GATACA	lentil	non_superfood	legume	yes	Fabaceae	yes	G78918_rerun_RA4_01_17526.mzXML	none	1.9917	lens	seed	2.1388	no	0.1471	red lentil	G1
G78919_RA2_01_17522	GATACA	GATACA	rice	non_superfood	grain/grass	yes	Poaceae	yes	G78919_RA2_01_17522.mzXML	none	1.9925	oryza	seed	2.2175	no	0.225	brown rice	G1
G78920_RB3_01_17538	GATACA	GATACA	pumpkin	non_superfood	grain/grass	yes	Cucurbitaceae	yes	G78920_RB3_01_17538.mzXML	none	2.003	cucurbita	seed	2.1617	no	0.1587	pumpkin	G1
G78921_rerun_5ul_RD3_01_17663	GATACA	GATACA	sunflower	non_superfood	flower	yes	Asteraceae	yes	G78921_rerun_5ul_RD3_01_17663.mzXML	none	1.9819	helianthus	seed	2.1323	no	0.1504	sunflower	G1
G78926_rerun_5ul_RD4_01_17754	GATACA	GATACA	wheat	non_superfood	grain/grass	yes	Poaceae	no	G78926_rerun_5ul_RD4_01_17754.mzXML	none	1.9879	triticum	seed	2.205	no	0.2171	white wheat berry	G1
G78927_rerun_5ul_RG2_01_17724	GATACA	GATACA	pecan	non_superfood	drupe	yes	Juglandaceae	yes	G78927_rerun_5ul_RG2_01_17724.mzXML	none	1.9996	carya	seed	2.161	no	0.1614	pecan	G1
G78928_RF4_01_18381	GATACA	GATACA	macadamia	non_superfood	drupe	no	Proteaceae	yes	G78928_RF4_01_18381.mzXML	none	2.001	macadamia	seed	2.1851	no	0.1841	macadamia	G1
G78929_rerun_5ul_RC3_01_17653	GATACA	GATACA	brazil nut	non_superfood	drupe	yes	Lecythidaceae	yes	G78929_rerun_5ul_RC3_01_17653.mzXML	none	1.9873	bertholletia	seed	2.1696	no	0.1823	brazil nut	G1
G78930_RF5_01_17607	GATACA	GATACA	cashew	superfood	drupe	yes	Anacardiaceae	yes	G78930_RF5_01_17607.mzXML	none	1.9922	anacardium	seed	2.2247	no	0.2325	cashew	G1
G78951_rerun_5ul_RE4_01_17700	GATACA	GATACA	almond	non_superfood	drupe	no	Rosaceae	no	G78951_rerun_5ul_RE4_01_17700.mzXML	plastic	1.9874	Prunus	seed	2.161	no	0.1736	almond	G1
G78952_RH3_01_17762	GATACA	GATACA	peanut	non_superfood	legume	no	Fabaceae	no	G78952_RH3_01_17762.mzXML	plastic	1.9861	arachis	seed	2.0609	no	0.0748	peanut	G1
G78953_RH2_01_17759	GATACA	GATACA	walnut	non_superfood	drupe	no	Juglandaceae	no	G78953_RH2_01_17759.mzXML	plastic	1.9571	juglans	seed	2.2008	no	0.2437	walnut	G1
G78954_p4_e4_GA1_01_21651	GATACA	GATACA	coffee	non_superfood	berry	no	Rubiaceae	yes	G78954_p4_e4_GA1_01_21651.mzXML	metal	1.9729	coffea	fruit	2.0474	no	0.0745	coffee	G1
G78955_5x_RB4_01_19475	GATACA	GATACA	coffee	non_superfood	berry	no	Rubiaceae	yes	G78955_5x_RB4_01_19475.mzXML	metal	1.987	coffea	fruit	2.0714	no	0.0844	coffee	G1
G78956_RH4_01_17765	GATACA	GATACA	oat	non_superfood	grain/grass	yes	Poaceae	no	G78956_RH4_01_17765.mzXML	none	1.9651	avena	seed	2.0574	no	0.0923	rolled oats	G1
G78967_RG4_01_17626	GATACA	GATACA	barley	non_superfood	grain/grass	yes	Poaceae	yes	G78967_RG4_01_17626.mzXML	none	1.9859	hordeum	seed	2.2336	no	0.2477	barley	G1
G78971_1x_BH8_01_20273	GATACA	GATACA	pepper	non_superfood	berry	no	Solanaceae	yes	G78971_1x_BH8_01_20273.mzXML	glass	1.981	capsicum	fruit	1.9854	no	0.0044	smoked paprika	Not Mapped
G78972_2x_RB10_01_19120	GATACA	GATACA	cinnamon	non_superfood	herb/spice	no	Lauraceae	yes	G78972_2x_RB10_01_19120.mzXML	plastic	1.9752	Cinnamomum	stem	2.0534	no	0.0782	saigon cinnamon	G1
G78973_1x_BB7_01_20144	GATACA	GATACA	nutmeg	non_superfood	herb/spice	yes	Myristicaceae	yes	G78973_1x_BB7_01_20144.mzXML	glass	1.9791	Myristica	seed	2.0046	no	0.0255	nutmeg	G1
G78975_1x_RG5_01_18885	GATACA	GATACA	mango	non_superfood	drupe	yes	Anacardiaceae	yes	G78975_1x_RG5_01_18885.mzXML	plastic	1.9759	Mangifera	fruit	2.1557	non GMO	0.1798	mango	G1
G78976_1x_RE5_01_18854	GATACA	GATACA	carrot	non_superfood	vegetable	no	Apiaceae	yes	G78976_1x_RE5_01_18854.mzXML	plastic	1.9691	daucus	root	2.1293	no	0.1602	carrot	G1
G78979_1x_rerun_RA7_01_18845	GATACA	GATACA	melon	non_superfood	pepo	no	Cucurbitaceae	yes	G78979_1x_rerun_RA7_01_18845.mzXML	none	1.9383	cucumis	fruit	2.4065	no	0.4682	cantelope	G1
G78982_1x_RF7_01_18968	GATACA	GATACA	passionfruit	non_superfood	berry	yes	Passifloraceae	yes	G78982_1x_RF7_01_18968.mzXML	none	1.9724	Passiflora	fruit	2.3329	no	0.3605	Frederick passion fruit	G1
G78983_1x_RG7_01_18888	GATACA	GATACA	guava	non_superfood	berry	yes	Myrtaceae	yes	G78983_1x_RG7_01_18888.mzXML	none	1.9705	Psidium	fruit	2.154	no	0.1835	red guava	G1
G78986_RB2_01_17537	GATACA	GATACA	bean	non_superfood	legume	not collected	Cicereae	yes	G78986_RB2_01_17537.mzXML	none	1.9784	cicer	seed	2.2238	no	0.2454	garbanzo bean	G1
G78987_RE3_01_17586	GATACA	GATACA	quinoa	superfood	grain/grass	not collected	Amaranthaceae	yes	G78987_RE3_01_17586.mzXML	none	1.9689	chenopodium	seed	2.0636	no	0.0947	quinoa	G1
G78988_RA3_01_17523	GATACA	GATACA	wheat	non_superfood	grain/grass	not collected	Poaceae	yes	G78988_RA3_01_17523.mzXML	none	1.9649	triticum	seed	2.1216	no	0.1567	durum wheat	G1
G78996_1x_RD3_01_18828	GATACA	GATACA	passionfruit	non_superfood	berry	yes	Passifloraceae	yes	G78996_1x_RD3_01_18828.mzXML	none	1.991	passiflora	fruit	2.1985	no	0.2075	passionfruit	G1
G78997_1x_RD12_01_18844	GATACA	GATACA	passionfruit	non_superfood	berry	yes	Passifloraceae	yes	G78997_1x_RD12_01_18844.mzXML	none	1.9906	passiflora	fruit	2.218	no	0.2274	passionfruit	G1
G78998_1x_rerun_10ul_RC3_01_18905	GATACA	GATACA	apple	non_superfood	pome	not collected	Rosaceae	yes	G78998_1x_rerun_10ul_RC3_01_18905.mzXML	none	1.9903	malus	fruit	2.0828	no	0.0925	apple	G1
G78999_1x_RB3_01_18800	GATACA	GATACA	raspberry	non_superfood	drupe_aggregate	yes	Rosaceae	yes	G78999_1x_RB3_01_18800.mzXML	plastic	2.0318	rubus	fruit	2.2851	no	0.2533	red raspberry	G1
